,Country,Year,Annual percentage change in coal consumption,"Annual change in coal consumption, measured in terawatt-hours","Per capita primary energy consumption from coal, measured in kilowatt-hours","Primary energy consumption from coal, measured in terawatt-hours","Per capita electricity generation from coal, measured in kilowatt-hours","Electricity generation from coal, measured in terawatt-hours	",Annual percentage change in coal production,"Annual change in coal production, measured in terawatt-hours","Per capita coal production, measured in kilowatt-hours","Coal production, measured in terawatt-hours",Share of electricity generation that comes from coal,Share of primary energy consumption that comes from coal
634,South America,1999,-1.238,-2.939,682.967,234.507,79.806,27.402,-0.646,-2.284,1023.101,351.296,4.045,4.796
635,India,1999,-0.937,-16.985,1730.803,1796.674,352.038,365.436,-2.186,-37.242,1605.117,1666.204,66.763,50.618
636,United States,1999,-0.153,-9.244,21612.402,6020.095,7316.018,2037.863,-3.12,-208.847,23284.148,6485.757,51.774,23.185
637,Vietnam,1999,-25.147,-13.939,524.977,41.492,36.882,2.915,-17.503,-13.306,793.464,62.712,12.373,22.064
638,Kazakhstan,1999,-7.409,-17.771,14785.301,222.084,2267.253,34.055,-16.495,-58.152,19598.873,294.386,71.999,54.571
639,Croatia,1999,-11.308,-0.306,538.319,2.399,116.685,0.52,-65.681,-0.246,28.799,0.128,4.006,2.35
640,Bulgaria,1999,-17.658,-16.995,9824.373,79.253,2016.858,16.27,-15.602,-9.193,6164.566,49.73,42.538,36.862
641,Lower-middle-income countries,1999,0.149,3.769,1057.648,2540.618,186.906,448.974,1.704,46.007,1143.324,2746.425,37.004,24.801
642,Norway,1999,-6.295,-0.757,2519.429,11.272,8.941,0.04,23.171,0.625,742.59,3.322,0.033,2.152
643,Canada,1999,-3.873,-13.526,11077.969,335.69,3504.213,106.186,-3.881,-19.353,15816.381,479.276,18.379,9.454
644,Slovakia,1999,-0.546,-0.291,9814.263,52.975,1181.983,6.38,-5.138,-0.634,2169.013,11.708,22.459,25.072
645,Taiwan,1999,3.275,8.792,12697.483,277.296,3380.746,73.831,15.837,0.095,31.807,0.695,43.67,28.935
646,European Union (27),1999,-4.727,-161.204,7624.977,3249.388,1854.17,790.156,-3.884,-96.405,5597.869,2385.534,30.533,18.191
647,South Africa,1999,4.486,37.471,19682.631,872.699,4209.925,186.662,0.158,2.321,33120.629,1468.521,91.946,73.724
648,Indonesia,1999,37.636,37.452,656.539,136.964,126.237,26.335,18.399,78.468,2420.418,504.936,31.362,12.6
649,Iran,1999,-4.832,-0.724,220.134,14.265,6.435,0.417,-15.447,-1.52,128.399,8.32,0.379,1.071
650,Australia,1999,6.212,34.36,31266.615,587.443,9110.054,171.161,5.448,99.816,102826.203,1931.918,82.727,45.28
651,Czechia,1999,-8.885,-21.058,20952.43,215.944,4283.745,44.15,-11.37,-34.516,26104.398,269.042,68.246,48.094
652,Germany,1999,-3.721,-36.931,11740.784,955.582,3428.778,279.068,-2.659,-20.102,9042.218,735.945,50.165,24.109
653,North Macedonia,1999,-12.79,-2.488,8381.224,16.967,2687.225,5.44,-9.797,-1.438,6540.935,13.241,79.266,52.199
654,Brazil,1999,1.262,1.768,822.939,141.808,58.505,10.081,2.459,0.627,151.603,26.124,3.012,6.293
655,Upper-middle-income countries,1999,1.922,210.602,5090.636,11169.608,656.622,1440.725,1.764,203.377,5348.229,11734.808,41.551,39.034
656,Africa,1999,3.092,28.972,1220.474,966.011,252.425,199.796,-0.172,-2.62,1920.177,1519.828,47.725,30.81
657,United Kingdom,1999,-11.093,-49.774,6794.026,398.917,1808.365,106.18,-9.853,-29.516,4599.099,270.04,28.841,15.083
658,Oceania,1999,6.124,34.684,19378.668,601.014,5518.804,171.161,5.567,103.223,63112.715,1957.392,69.902,39.621
659,Austria,1999,-0.688,-0.26,4666.423,37.57,548.992,4.42,-11.387,-0.417,402.832,3.243,7.253,9.635
660,North America,1999,-0.326,-21.058,13396.147,6428.91,4506.407,2162.658,-3.131,-226.967,14631.274,7021.657,45.299,20.347
661,Asia,1999,2.467,308.527,3470.718,12813.229,519.64,1918.412,1.565,169.267,2975.969,10986.713,42.447,36.141
662,Japan,1999,5.205,51.258,8136.411,1035.977,1661.976,211.613,6.831,1.627,199.856,25.447,19.609,16.773
663,Europe,1999,-4.154,-235.563,7479.439,5434.796,1572.339,1142.511,-0.666,-30.628,6288.264,4569.251,26.78,17.695
664,Malaysia,1999,12.074,2.429,994.961,22.547,199.547,4.522,-21.27,-0.422,68.922,1.562,6.633,4.259
665,Thailand,1999,6.317,5.312,1434.968,89.396,266.992,16.633,-5.079,-3.546,1063.703,66.267,18.437,12.49
666,Russia,1999,0.811,9.542,8072.595,1185.993,1098.188,161.341,8.232,104.205,9325.948,1370.13,19.066,16.736
667,Slovenia,1999,-8.521,-1.415,7644.598,15.195,2253.946,4.48,-6.544,-1.064,7645.812,15.197,33.783,19.154
668,High-income countries,1999,-0.745,-92.922,11611.54,12372.817,3145.675,3351.912,-2.154,-250.564,10681.487,11381.788,34.585,19.16
669,Spain,1999,12.075,24.563,5635.542,227.983,1864.714,75.436,-7.058,-7.583,2468.336,99.855,36.189,15.792
670,Poland,1999,-4.061,-29.893,18311.432,706.233,3503.124,135.108,-3.247,-30.341,23442.127,904.113,95.061,65.228
671,China,1999,2.888,227.315,6319.889,8099.032,756.67,969.684,2.4,185.898,6189.272,7931.645,78.245,71.131
672,Ukraine,1999,-1.087,-4.851,8955.042,441.383,1092.968,53.871,5.577,22.293,8562.026,422.011,31.299,27.925
673,World,1999,0.429,113.131,4366.504,26479.496,927.125,5622.301,0.033,8.66,4355.724,26414.121,37.669,24.629
674,Turkey,1999,-7.087,-17.771,3740.651,232.995,594.517,37.031,-4.735,-7.679,2480.437,154.5,31.803,28.779
675,France,1999,-10.449,-19.771,2886.481,169.449,498.77,29.28,-10.567,-4.392,633.241,37.174,5.569,5.523
676,Romania,1999,-13.069,-12.289,3666.018,81.745,658.351,14.68,-9.784,-5.861,2423.514,54.04,28.949,19.409
677,Hungary,1999,4.104,1.899,4699.85,48.171,993.228,10.18,-7.563,-3.233,3855.5,39.517,26.908,16.689
678,South Korea,2000,12.494,55.446,10536.537,499.213,2352.719,111.47,-1.12,-0.246,458.408,21.719,38.379,22.228
679,Philippines,2000,38.761,13.035,598.306,46.663,162.838,12.7,14.953,1.138,112.192,8.75,28.042,15.481
680,Vietnam,2000,31.438,13.044,682.466,54.536,39.231,3.135,20.563,12.895,946.154,75.608,11.803,25.466
681,Kazakhstan,2000,-6.583,-14.62,13902.559,207.464,2405.604,35.898,28.142,82.846,25279.027,377.232,69.523,56.11
682,South Africa,2000,-0.542,-4.734,19301.967,867.965,4297.288,193.239,0.288,4.231,32751.318,1472.752,91.726,73.222
683,United Kingdom,2000,7.077,28.231,7249.217,427.148,2035.694,119.95,-15.796,-42.656,3858.977,227.384,31.811,16.031
684,China,2000,1.388,112.374,6362.714,8211.406,821.556,1060.259,3.713,294.467,6374.109,8226.111,78.213,69.587
685,Japan,2000,7.203,74.626,8708.963,1110.603,1833.997,233.879,-25.814,-6.569,148.035,18.878,21.268,17.791
686,Colombia,2000,7.399,2.166,793.284,31.438,57.785,2.29,16.755,44.04,7743.65,306.881,4.895,10.022
687,Argentina,2000,-24.003,-2.373,203.756,7.513,48.304,1.781,-22.917,-0.506,46.149,1.702,2.002,1.075
688,South America,2000,0.812,1.903,678.536,236.41,72.59,25.291,16.939,59.504,1179.067,410.801,3.566,4.767
689,Lower-middle-income countries,2000,6.836,173.666,1110.045,2714.284,196.044,479.368,4.973,136.586,1179.048,2883.011,37.677,25.49
690,Italy,2000,6.746,9.201,2567.905,145.58,538.416,30.524,-87.826,-0.786,1.921,0.109,11.034,6.935
691,Asia,2000,3.932,503.874,3560.418,13317.104,560.783,2097.508,4.633,508.994,3073.456,11495.707,43.691,36.142
692,Brazil,2000,6.61,9.374,864.93,151.181,64.661,11.302,19.535,5.103,178.655,31.227,3.239,6.591
693,Uzbekistan,2000,14.005,1.352,444.229,11.004,394.833,9.78,-15.392,-1.486,329.679,8.166,20.869,1.835
694,Algeria,2000,-17.376,-1.186,181.706,5.641,0.0,0.0,-100.0,-0.038,0.0,0.0,0.0,1.881
695,Malaysia,2000,28.144,6.346,1245.69,28.893,174.095,4.038,54.839,0.856,104.265,2.418,5.776,4.726
696,Slovenia,2000,3.904,0.593,7942.693,15.788,2319.252,4.61,-1.668,-0.254,7517.948,14.943,33.837,20.08
697,Iran,2000,6.273,0.895,231.01,15.16,7.375,0.484,10.385,0.864,139.957,9.184,0.406,1.085
698,Croatia,2000,109.282,2.622,1133.824,5.021,350.039,1.55,-100.0,-0.128,0.0,0.0,13.74,5.2
699,World,2000,3.58,948.025,4464.283,27427.521,974.338,5986.105,1.468,387.703,4362.44,26801.824,38.461,24.879
700,Ukraine,2000,1.563,6.899,9178.936,448.281,1054.792,51.514,0.162,0.685,8655.056,422.696,30.047,28.275
701,High-income countries,2000,4.423,547.263,12047.062,12920.08,3301.672,3540.935,-2.13,-242.404,10386.688,11139.384,35.306,19.62
702,Venezuela,2000,262.006,1.112,63.52,1.537,0.0,0.0,19.575,10.952,2765.343,66.9,0.0,0.188
703,Germany,2000,3.821,36.514,12187.777,992.096,3579.814,291.4,-4.057,-29.859,8674.189,706.087,50.551,24.876
704,Europe,2000,2.685,145.939,7681.634,5580.736,1666.436,1210.672,-1.545,-70.58,6192.22,4498.671,27.524,17.959
705,Spain,2000,6.8,15.503,5964.169,243.486,1980.612,80.858,-2.854,-2.849,2376.152,97.006,36.021,15.939
706,Russia,2000,3.715,44.064,8401.745,1230.057,1199.516,175.615,3.149,43.147,9653.213,1413.278,20.007,17.051
707,Oceania,2000,0.584,3.507,19236.916,604.522,5736.189,180.26,3.311,64.803,64349.699,2022.195,70.355,39.386
708,Thailand,2000,2.572,2.299,1456.585,91.696,289.064,18.197,-9.019,-5.977,957.709,60.29,19.051,12.359
709,Turkey,2000,12.114,28.226,4130.624,261.221,603.83,38.186,-5.995,-9.262,2296.602,145.238,30.568,30.21
710,North America,2000,4.559,293.082,13827.727,6721.992,4655.716,2263.256,-2.481,-174.202,14085.814,6847.455,45.883,20.743
711,Upper-middle-income countries,2000,1.689,188.6,5134.07,11358.208,704.044,1557.571,4.059,476.29,5519.588,12211.098,42.251,38.528
712,Hungary,2000,-6.597,-3.178,4402.233,44.993,938.31,9.59,-2.415,-0.954,3773.022,38.562,27.251,16.057
713,Egypt,2000,20.382,1.712,146.898,10.111,0.0,0.0,48.718,0.143,6.362,0.438,0.0,1.778
714,Greece,2000,5.977,5.919,9470.025,104.948,3095.982,34.31,2.331,2.178,8628.074,95.617,63.722,28.132
715,North Macedonia,2000,-8.38,-1.422,7639.482,15.545,2560.419,5.21,1.912,0.253,6631.821,13.495,76.494,50.393
716,Africa,2000,-0.236,-2.28,1188.347,963.731,256.742,208.214,-0.097,-1.474,1872.236,1518.354,47.302,30.041
717,Norway,2000,2.424,0.273,2565.947,11.545,8.89,0.04,56.436,1.875,1155.126,5.197,0.028,1.989
718,Romania,2000,4.638,3.791,3863.881,85.536,854.661,18.92,20.593,11.128,2943.8,65.168,36.431,20.35
719,Taiwan,2000,17.873,49.56,14879.729,326.856,3962.577,87.044,-9.264,-0.064,28.692,0.63,47.091,31.972
720,Chile,2000,-22.723,-10.987,2435.331,37.364,529.254,8.12,-24.536,-0.61,122.281,1.876,19.676,12.026
721,Austria,2000,13.067,4.909,5264.29,42.479,708.862,5.72,10.18,0.33,442.841,3.573,9.341,10.852
722,Australia,2000,0.718,4.219,31154.146,591.662,9491.661,180.26,3.359,64.902,105143.18,1996.82,83.135,45.329
723,Canada,2000,5.808,19.498,11611.873,355.188,3757.411,114.933,-5.164,-24.752,14859.384,454.524,19.034,9.738
724,European Union (27),2000,1.371,44.547,7716.689,3293.935,1940.975,828.522,-3.679,-87.752,5383.005,2297.782,31.148,18.302
725,Poland,2000,-7.38,-52.119,16964.994,654.114,3577.096,137.921,-7.518,-67.974,21685.943,836.138,94.997,64.285
726,Slovakia,2000,-6.079,-3.221,9215.051,49.754,1033.485,5.58,-2.668,-0.312,2110.556,11.395,17.909,22.797
727,Morocco,2000,18.23,4.815,1084.493,31.227,275.408,7.93,-75.969,-0.812,8.924,0.257,61.65,26.584
728,Bulgaria,2000,-7.646,-6.06,9151.553,73.194,2118.042,16.94,0.44,0.219,6245.132,49.948,41.394,33.659
729,Mexico,2000,9.547,6.639,770.344,76.187,192.668,19.055,11.212,6.349,636.733,62.973,9.358,4.657
730,Peru,2000,55.341,2.609,276.792,7.324,8.692,0.23,-23.81,-0.04,4.778,0.126,1.154,4.923
731,France,2000,-2.766,-4.688,2791.85,164.761,457.51,27.0,-31.412,-11.677,432.04,25.497,5.0,5.302
732,New Zealand,2000,-5.242,-0.711,3332.459,12.86,1865.772,7.2,-0.388,-0.099,6575.581,25.375,18.28,5.601
733,Czechia,2000,14.25,30.773,23977.838,246.717,5126.648,52.75,8.279,22.273,28312.238,291.315,71.802,51.997
734,India,2000,6.372,114.492,1808.831,1911.166,369.338,390.233,6.301,104.987,1676.351,1771.192,68.295,51.258
735,Pakistan,2000,-3.29,-0.802,165.695,23.586,3.723,0.53,-2.417,-0.418,118.572,16.878,0.832,4.876
736,Indonesia,2000,11.759,16.105,723.685,153.069,160.755,34.002,4.561,23.028,2496.119,527.964,36.433,13.155
737,United States,2000,4.426,266.441,22315.559,6286.536,7558.344,2129.268,-2.402,-155.799,22469.693,6329.958,52.545,23.682
738,Italy,2001,6.262,9.116,2719.932,154.697,646.592,36.775,892.858,0.973,19.016,1.082,13.181,7.375
739,Lower-middle-income countries,2001,2.153,58.439,1114.387,2772.723,202.106,502.862,4.809,138.631,1214.431,3021.642,37.776,25.393
740,Kazakhstan,2001,25.009,51.884,17393.98,259.348,2621.28,39.084,5.569,21.007,26709.146,398.239,70.569,62.315
741,Peru,2001,-9.266,-0.679,247.965,6.645,7.463,0.2,18.75,0.024,5.602,0.15,0.962,4.516
742,Norway,2001,-10.886,-1.257,2274.611,10.288,8.843,0.04,182.911,9.507,3250.815,14.704,0.033,1.96
743,Africa,2001,1.265,12.196,1174.537,975.926,258.07,214.431,-0.251,-3.817,1822.762,1514.537,46.706,29.399
744,Philippines,2001,2.117,0.988,598.078,47.651,169.317,13.49,-9.091,-0.795,99.84,7.955,28.672,16.054
745,Greece,2001,3.362,3.528,9742.384,108.476,3182.017,35.43,2.073,1.982,8765.497,97.599,65.973,28.848
746,European Union (27),2001,-0.256,-8.421,7676.928,3285.514,1937.69,829.278,-1.41,-32.398,5293.293,2265.384,30.319,17.896
747,Taiwan,2001,4.938,16.142,15514.135,342.998,4302.29,95.118,-100.0,-0.63,0.0,0.0,50.452,32.514
748,Japan,2001,2.391,26.551,8903.928,1137.155,1951.073,249.179,2.236,0.422,151.121,19.3,23.005,18.391
749,South Africa,2001,0.358,3.103,19114.428,871.069,4285.575,195.299,-0.285,-4.199,32225.414,1468.553,92.955,73.105
750,Upper-middle-income countries,2001,3.81,432.748,5287.573,11790.956,732.441,1633.298,5.073,619.428,5753.76,12830.525,42.572,38.958
751,Turkey,2001,-17.844,-46.613,3343.214,214.608,598.476,38.417,-1.655,-2.404,2225.086,142.833,31.304,27.317
752,Thailand,2001,11.322,10.382,1606.53,102.078,319.425,20.296,8.814,5.314,1032.503,65.604,20.098,13.045
753,United Kingdom,2001,5.946,25.398,7654.138,452.545,2223.461,131.461,2.134,4.853,3927.942,232.237,34.165,16.826
754,Oceania,2001,-0.48,-2.904,18896.486,601.618,5649.849,179.877,8.138,164.556,68684.656,2186.751,68.146,39.004
755,Argentina,2001,-18.047,-1.356,165.171,6.157,36.539,1.362,-28.185,-0.48,32.782,1.222,1.511,0.902
756,Colombia,2001,-1.525,-0.479,769.039,30.958,58.625,2.36,14.825,45.496,8753.401,352.377,4.895,10.024
757,Bulgaria,2001,13.983,10.235,10519.672,83.428,2458.799,19.5,4.717,2.356,6595.153,52.304,44.35,37.126
758,France,2001,-12.487,-20.573,2428.053,144.188,344.873,20.48,-34.996,-8.923,279.099,16.574,3.727,4.584
759,Pakistan,2001,3.797,0.896,167.704,24.481,3.768,0.55,0.929,0.157,116.693,17.035,0.779,4.944
760,Venezuela,2001,-62.983,-0.968,23.08,0.569,0.0,0.0,-2.411,-1.613,2648.953,65.287,0.0,0.067
761,Austria,2001,3.301,1.402,5418.926,43.881,850.853,6.89,-3.278,-0.117,426.819,3.456,11.025,10.825
762,Poland,2001,-1.178,-7.706,16776.932,646.408,3558.486,137.107,0.225,1.877,21749.928,838.016,94.157,63.972
763,South America,2001,-5.886,-13.914,629.704,222.496,62.123,21.95,9.615,39.497,1274.426,450.297,3.162,4.542
764,Germany,2001,0.286,2.84,12214.715,994.936,3599.583,293.2,-4.045,-28.559,8317.934,677.528,49.993,24.489
765,Indonesia,2001,26.957,41.262,906.282,194.332,175.878,37.713,20.12,106.225,2957.59,634.188,37.098,15.592
766,Iran,2001,-1.963,-0.298,223.66,14.862,7.103,0.472,-2.962,-0.272,134.124,8.912,0.37,0.996
767,World,2001,1.577,432.629,4477.033,27860.15,974.84,6066.336,4.24,1136.303,4489.563,27938.127,38.395,25.027
768,Malaysia,2001,19.509,5.637,1456.386,34.53,263.106,6.238,42.188,1.02,145.033,3.439,8.232,5.517
769,Slovakia,2001,3.384,1.684,9525.484,51.438,1077.779,5.82,-6.14,-0.7,1980.671,10.696,18.161,22.906
770,Morocco,2001,27.114,8.467,1362.795,39.693,334.062,9.73,-93.55,-0.24,0.569,0.017,64.668,31.278
771,Slovenia,2001,6.021,0.951,8422.005,16.738,2475.525,4.92,-7.746,-1.157,6936.525,13.786,34.011,20.365
772,Spain,2001,-8.445,-20.562,5395.133,222.924,1736.084,71.734,-5.731,-5.559,2213.167,91.447,30.39,13.951
773,Chile,2001,-21.543,-8.049,1889.299,29.315,484.658,7.52,57.377,1.076,190.287,2.953,17.12,9.355
774,Vietnam,2001,9.284,5.063,738.139,59.599,39.855,3.218,15.402,11.645,1080.627,87.253,10.514,24.623
775,Europe,2001,-0.512,-28.554,7639.903,5552.182,1676.925,1218.679,1.31,58.941,6271.356,4557.612,27.209,17.611
776,Australia,2001,-1.009,-5.971,30513.219,585.691,9371.21,179.877,8.068,161.101,112422.891,2157.921,80.211,44.526
777,China,2001,5.168,424.348,6647.337,8635.754,869.153,1129.142,5.946,489.118,6708.514,8715.229,76.252,69.252
778,India,2001,0.826,15.787,1792.514,1926.953,379.806,408.291,1.274,22.565,1668.611,1793.757,69.663,51.47
779,Ukraine,2001,-2.639,-11.83,9017.281,436.451,1098.475,53.168,-0.751,-3.174,8667.516,419.522,30.738,27.926
780,United States,2001,-2.946,-185.221,21437.611,6101.315,7227.43,2056.984,3.57,225.963,23034.914,6555.921,51.625,23.546
781,Russia,2001,-2.451,-30.149,8228.088,1199.908,1157.321,168.773,5.703,80.596,10243.888,1493.874,18.936,16.374
782,North America,2001,-2.426,-163.063,13337.351,6558.929,4454.571,2190.631,3.21,219.772,14370.956,7067.227,45.109,20.694
783,New Zealand,2001,23.847,3.067,4075.44,15.927,2338.828,9.14,13.616,3.455,7377.349,28.83,23.02,7.014
784,Hungary,2001,-4.986,-2.243,4193.827,42.75,867.224,8.84,-8.885,-3.426,3446.924,35.136,24.276,14.895
785,High-income countries,2001,-0.491,-63.49,11910.199,12856.59,3252.531,3510.979,3.341,372.215,10664.215,11511.599,34.962,19.554
786,Canada,2001,3.923,13.935,11953.438,369.123,3577.552,110.475,1.843,8.377,14990.295,462.901,18.796,10.334
787,Romania,2001,3.416,2.922,4022.795,88.459,895.888,19.7,1.734,1.13,3015.005,66.298,36.572,20.809
788,Asia,2001,4.721,628.679,3681.253,13945.782,591.226,2239.755,5.72,657.57,3208.087,12153.277,44.627,36.589
789,South Korea,2001,6.522,32.559,11146.812,531.772,2602.553,124.158,-8.024,-1.743,418.735,19.976,40.066,23.119
790,Czechia,2001,-1.859,-4.587,23574.135,242.13,5120.232,52.59,1.192,3.471,28700.801,294.786,70.451,49.899
791,Uzbekistan,2001,-16.176,-1.78,367.349,9.224,395.084,9.92,8.397,0.686,352.542,8.852,20.683,1.533
792,Mexico,2001,9.827,7.487,834.248,83.674,231.031,23.172,-23.134,-14.568,482.609,48.405,11.023,5.18
793,Brazil,2001,-1.583,-2.393,839.68,148.788,64.979,11.514,-14.149,-4.418,151.295,26.809,3.505,6.64
794,North Macedonia,2001,10.569,1.643,8413.755,17.188,2726.591,5.57,7.85,1.059,7124.33,14.554,87.551,59.219
795,Egypt,2001,-12.032,-1.217,126.79,8.895,0.0,0.0,-36.207,-0.159,3.982,0.279,0.0,1.499
796,Mexico,2002,67.443,56.432,1377.845,140.106,256.656,26.098,-18.527,-8.968,387.833,39.437,12.098,8.409
797,South Africa,2002,-4.876,-42.471,17954.1,828.598,4420.634,204.016,-1.515,-22.255,31338.438,1446.298,92.493,71.362
798,Peru,2002,36.939,2.455,335.781,9.1,9.594,0.26,15.789,0.024,6.415,0.174,1.183,6.041
799,Bulgaria,2002,-7.909,-6.599,9767.029,76.83,2184.016,17.18,-1.535,-0.803,6547.11,51.501,40.254,35.014
800,Pakistan,2002,12.114,2.966,183.53,27.447,3.678,0.55,7.055,1.202,121.943,18.237,0.739,5.339
801,Philippines,2002,-12.857,-6.127,510.341,41.524,142.813,11.62,35.366,2.813,132.339,10.768,23.975,14.083
802,Kazakhstan,2002,1.312,3.403,17544.574,262.751,2680.394,40.142,-6.982,-27.807,24734.756,370.432,68.818,61.978
803,Morocco,2002,-0.557,-0.221,1340.096,39.472,352.065,10.37,-100.0,-0.017,0.0,0.0,68.098,30.349
804,Slovakia,2002,-3.137,-1.614,9226.418,49.824,953.682,5.15,-0.584,-0.062,1969.055,10.633,15.882,22.004
805,Lower-middle-income countries,2002,3.7,102.593,1136.075,2875.316,209.273,529.653,5.64,170.408,1261.22,3192.05,38.03,25.463
806,New Zealand,2002,-0.05,-0.008,4016.605,15.919,1958.013,7.76,14.966,4.315,8363.2,33.145,19.052,6.761
807,Romania,2002,7.7,6.812,4359.546,95.27,929.38,20.31,6.987,4.632,3245.757,70.93,37.104,21.588
808,Uzbekistan,2002,6.498,0.599,386.258,9.823,405.016,10.3,0.937,0.083,351.332,8.935,20.888,1.593
809,Norway,2002,-13.278,-1.366,1962.668,8.922,8.799,0.04,19.239,2.829,3856.744,17.533,0.031,1.634
810,Upper-middle-income countries,2002,7.348,866.395,5632.667,12657.351,798.587,1794.531,3.319,425.815,5899.225,13256.341,44.115,40.114
811,Africa,2002,-4.253,-41.505,1097.643,934.422,261.833,222.898,-1.674,-25.355,1749.307,1489.183,45.715,27.687
812,North Macedonia,2002,-13.064,-2.245,7292.875,14.943,2498.866,5.12,-6.489,-0.944,6642.246,13.609,84.058,52.686
813,Canada,2002,0.582,2.148,11908.021,371.271,3509.279,109.413,-13.922,-64.443,12779.996,398.458,18.242,10.052
814,Chile,2002,0.793,0.233,1883.856,29.547,465.43,7.3,-24.826,-0.733,141.511,2.22,16.047,9.106
815,North America,2002,0.968,63.511,13320.19,6622.44,4478.262,2226.471,-4.249,-300.28,13610.849,6766.947,44.491,20.52
816,Malaysia,2002,22.585,7.799,1748.49,42.328,394.863,9.559,-35.348,-1.215,91.833,2.223,11.819,6.422
817,Slovenia,2002,8.932,1.495,9175.15,18.233,2666.982,5.3,13.38,1.845,7865.4,15.631,36.301,22.297
818,Argentina,2002,-25.509,-1.571,121.711,4.586,21.522,0.811,-75.269,-0.92,8.02,0.302,0.959,0.701
819,Oceania,2002,2.19,13.173,19060.383,614.791,5328.255,171.862,3.221,70.44,69979.805,2257.191,65.044,38.98
820,Russia,2002,0.419,5.031,8297.583,1204.939,1173.142,170.359,-4.578,-68.384,9816.357,1425.489,19.114,16.51
821,United States,2002,-0.047,-2.861,21228.309,6098.454,7278.492,2090.96,-3.461,-226.868,22031.006,6329.053,50.853,23.19
822,Poland,2002,-1.893,-12.237,16476.838,634.171,3507.658,135.005,-0.395,-3.309,21687.096,834.707,93.672,63.444
823,World,2002,3.93,1094.953,4594.55,28955.104,1002.347,6316.847,1.207,337.211,4486.686,28275.338,38.619,25.453
824,China,2002,9.631,831.703,7241.704,9467.457,981.042,1282.568,6.794,592.093,7119.216,9307.322,77.543,69.714
825,United Kingdom,2002,-8.228,-37.237,7000.412,415.308,2094.832,124.279,-5.815,-13.505,3686.935,218.732,32.093,15.778
826,India,2002,4.455,85.837,1840.994,2012.79,390.281,426.701,4.433,79.514,1713.383,1873.271,69.991,52.067
827,Colombia,2002,-17.756,-5.497,622.904,25.461,54.801,2.24,-10.082,-35.526,7751.637,316.851,4.455,8.264
828,South America,2002,-4.275,-9.512,594.706,212.984,56.168,20.116,-6.785,-30.552,1172.036,419.745,2.816,4.295
829,Hungary,2002,-3.515,-1.503,4056.823,41.247,883.225,8.98,-2.036,-0.715,3385.439,34.421,24.836,14.529
830,Ukraine,2002,0.629,2.747,9153.765,439.198,1138.578,54.629,-0.424,-1.779,8706.592,417.743,31.444,28.276
831,France,2002,3.067,4.422,2484.973,148.61,395.629,23.66,-27.661,-4.585,200.482,11.99,4.232,4.774
832,Austria,2002,1.592,0.699,5480.392,44.58,812.598,6.61,17.081,0.59,497.474,4.047,10.571,10.98
833,Venezuela,2002,-62.687,-0.357,8.456,0.212,0.0,0.0,5.332,3.481,2739.724,68.768,0.0,0.025
